$ wsl -d Ubuntu -- sh -c "grep -E 'MPI|starting|finished|total summaries|total_params|sent|chunk' /home/dddy/.vs/HSBacktest/out/build/linux-debug/HSBacktest/logs/backtest.1.log"
[exit 0]
2026-06-07 22:26:10.548 | info | 18239 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.552 | info | 18322 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.556 | info | 18253 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.560 | info | 18257 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.562 | info | 18238 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.560 | info | 18242 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.561 | info | 18317 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.574 | info | 18318 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.579 | info | 18240 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.587 | info | 18243 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.592 | info | 18259 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.616 | info | 18235 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.621 | info | 18321 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.627 | info | 18241 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.661 | info | 18226 | multi_host.cpp:134 | MPI Master: processed chunk [3584, 4096), 2560 summaries
2026-06-07 22:26:10.661 | info | 18226 | multi_host.cpp:149 | MPI Master: receiving 512 summaries from worker 2
2026-06-07 22:26:10.661 | info | 18226 | multi_host.cpp:165 | MPI Master: sent next task [4096, 4608) to worker 2
2026-06-07 22:26:10.665 | info | 18320 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.665 | info | 18235 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.665 | info | 18317 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.665 | info | 18326 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.665 | info | 18315 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.665 | info | 18319 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.665 | info | 18312 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.665 | info | 18254 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.665 | info | 18260 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.665 | info | 18258 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.665 | info | 18242 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.665 | info | 18324 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.665 | info | 18325 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.665 | info | 18321 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.665 | info | 18259 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.665 | info | 18253 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.665 | info | 18257 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.666 | info | 18241 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.666 | info | 18323 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.665 | info | 18256 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.665 | info | 18327 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.667 | info | 18328 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.666 | info | 18239 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.666 | info | 18322 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.668 | info | 18238 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.669 | info | 18226 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.667 | info | 18237 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.670 | info | 18243 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.670 | info | 18255 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.671 | info | 18240 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.671 | info | 18318 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.670 | info | 18314 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
